school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,20,R,LE3,T,1,0,health,services,home,mother,4,1,3,yes,yes,no,no,yes,no,yes,no,4,3,2,1,2,5,8,13,15,12
GP,F,17,R,GT3,T,0,4,health,other,home,mother,2,3,3,yes,yes,no,yes,no,no,yes,no,3,4,4,5,5,2,3,6,3,3
GP,M,22,U,LE3,A,2,3,other,health,other,other,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,2,5,4,5,6,10,7,10
MS,M,19,U,GT3,A,0,0,health,services,home,mother,2,4,1,yes,no,no,yes,yes,yes,yes,no,3,2,5,5,4,1,1,13,14,12
MS,M,18,U,GT3,A,2,3,health,services,course,father,1,2,0,yes,yes,yes,no,yes,yes,yes,no,5,2,3,4,4,5,21,17,20,17
MS,M,19,R,LE3,T,4,0,health,services,home,father,4,1,2,yes,yes,no,no,no,yes,yes,no,1,1,4,1,1,3,22,14,11,11
MS,M,19,R,LE3,T,3,4,other,other,course,other,2,1,1,yes,yes,no,yes,yes,no,no,no,3,3,3,1,3,5,5,18,20,20
MS,M,18,U,LE3,T,0,4,health,health,reputation,other,3,2,0,no,no,no,yes,no,yes,no,yes,2,5,3,5,2,5,20,17,19,20
GP,M,18,U,GT3,A,4,2,other,teacher,home,other,2,4,4,yes,no,no,no,no,no,no,yes,4,5,1,1,3,2,5,4,4,1
GP,M,15,R,LE3,T,0,0,other,other,home,other,3,1,4,no,yes,yes,no,yes,no,yes,no,3,3,5,1,5,1,6,0,0,3
MS,F,20,R,GT3,T,4,1,services,health,course,father,3,4,1,no,no,no,yes,no,no,no,no,5,5,1,4,4,4,19,12,10,10
MS,F,20,U,GT3,T,3,2,services,services,reputation,other,4,4,0,yes,yes,no,yes,no,yes,yes,no,1,5,3,3,3,1,25,10,13,11
MS,F,15,R,GT3,A,0,4,teacher,at_home,other,father,4,2,4,no,no,no,no,no,no,yes,no,5,1,1,5,2,1,16,11,14,12
MS,M,20,R,GT3,T,4,0,services,health,reputation,mother,4,3,3,yes,no,no,yes,no,no,no,no,4,5,4,3,1,5,18,13,12,11
GP,M,19,U,LE3,A,3,1,other,other,course,mother,3,3,4,no,yes,yes,yes,no,yes,yes,yes,3,2,1,5,4,3,21,5,4,1
MS,M,22,U,LE3,T,3,1,at_home,other,course,father,4,2,2,no,yes,no,yes,yes,no,yes,no,3,5,3,5,4,2,13,4,7,10
MS,M,21,U,GT3,T,3,3,health,services,other,other,3,1,1,no,yes,yes,no,yes,no,yes,no,3,2,1,3,5,1,19,9,10,7
GP,M,20,U,GT3,T,4,1,health,at_home,course,father,2,2,1,yes,yes,no,yes,no,yes,yes,no,5,3,1,1,1,1,27,3,6,8
GP,M,15,R,GT3,T,3,0,services,teacher,course,father,2,1,0,no,yes,no,no,no,no,yes,yes,3,5,5,2,5,3,28,20,20,20
MS,F,18,U,GT3,T,0,1,at_home,other,reputation,mother,3,4,4,no,no,yes,yes,yes,no,yes,yes,5,3,1,3,4,5,25,4,4,7
MS,M,18,R,LE3,T,0,4,health,other,reputation,father,4,4,3,yes,yes,yes,yes,yes,no,no,yes,2,4,5,5,4,4,30,18,15,16
MS,F,21,R,GT3,T,3,3,health,health,home,mother,3,2,2,yes,no,yes,no,yes,no,yes,no,2,2,2,5,5,5,26,16,13,13
MS,F,21,R,GT3,A,2,1,teacher,health,course,father,1,2,3,yes,yes,no,no,no,yes,yes,yes,1,3,2,1,1,5,24,4,2,4
MS,M,15,U,LE3,A,2,4,services,teacher,other,other,2,3,0,yes,no,yes,yes,no,no,yes,yes,2,4,2,2,1,4,23,16,19,20
GP,M,15,R,GT3,A,3,1,health,at_home,course,mother,4,1,1,yes,no,no,no,no,no,no,no,4,4,2,3,5,4,10,18,16,17
MS,M,16,R,LE3,T,4,1,other,teacher,course,father,4,1,2,no,yes,no,no,no,yes,yes,yes,2,5,1,5,3,5,28,19,20,20
MS,M,18,U,GT3,T,3,1,at_home,at_home,reputation,father,1,3,2,no,no,no,yes,no,no,yes,no,2,3,4,3,5,4,25,16,19,20
MS,M,16,U,GT3,T,4,0,other,other,course,other,3,2,0,yes,yes,yes,no,no,yes,no,yes,4,2,3,2,5,2,27,17,14,15
GP,F,22,R,GT3,T,2,0,other,at_home,reputation,mother,3,2,2,no,yes,yes,no,yes,yes,yes,yes,1,2,1,4,4,1,9,9,11,11
MS,F,17,R,LE3,T,3,1,health,services,reputation,father,4,4,0,yes,yes,no,no,no,yes,no,no,3,2,4,2,4,1,29,5,4,4
MS,F,21,R,GT3,A,4,0,teacher,at_home,course,father,1,1,1,yes,yes,yes,no,yes,yes,no,yes,1,3,3,5,2,3,29,8,11,12
GP,M,22,U,LE3,T,0,0,other,teacher,home,father,1,4,1,yes,no,no,no,yes,yes,no,no,2,5,4,4,2,4,6,20,20,18
GP,M,16,U,LE3,T,4,1,health,services,home,other,2,2,2,no,yes,yes,yes,yes,no,no,yes,1,3,4,5,2,2,18,2,5,5
MS,M,21,U,LE3,A,1,3,teacher,services,course,other,1,4,4,yes,no,yes,no,yes,no,yes,yes,2,1,4,1,2,5,30,15,15,17
MS,M,16,U,LE3,T,3,4,teacher,health,other,father,2,1,3,no,yes,no,yes,yes,yes,yes,yes,1,5,1,3,2,2,26,2,2,5
GP,M,22,U,LE3,A,0,2,other,health,course,other,3,3,3,no,yes,no,yes,yes,yes,yes,yes,1,2,4,2,4,4,21,17,18,17
MS,F,21,R,GT3,T,1,3,health,services,other,other,4,3,1,yes,no,yes,no,yes,no,yes,yes,3,3,3,2,1,1,25,14,17,20
GP,M,17,U,GT3,T,1,3,teacher,health,course,father,1,3,0,no,yes,no,no,no,yes,no,yes,2,4,2,1,3,1,13,5,2,3
GP,M,18,R,GT3,A,1,0,other,teacher,home,other,2,4,1,no,yes,yes,no,no,yes,yes,no,3,4,3,1,1,3,23,13,13,15
MS,F,21,R,LE3,T,1,1,teacher,at_home,home,father,3,1,1,yes,no,yes,yes,yes,yes,no,yes,3,4,2,1,4,5,9,4,2,1
MS,M,16,U,GT3,A,0,1,at_home,health,home,father,3,2,1,no,no,yes,no,no,no,no,yes,2,4,2,3,5,4,23,1,3,3
GP,F,21,R,LE3,A,2,1,health,health,other,other,3,2,1,no,yes,yes,no,yes,no,yes,no,3,2,3,1,4,3,12,17,16,13
MS,F,15,U,LE3,A,1,1,teacher,other,course,father,4,1,2,yes,no,yes,yes,yes,yes,no,no,1,4,2,5,3,2,4,4,2,2
GP,F,15,U,GT3,A,4,1,other,other,reputation,mother,1,2,1,yes,yes,yes,no,no,yes,no,no,4,3,2,3,2,4,5,11,13,11
GP,F,16,R,LE3,A,1,2,services,health,home,father,4,4,3,no,yes,no,no,yes,yes,no,no,1,1,5,5,2,3,6,5,2,4
GP,F,18,R,LE3,T,0,3,at_home,at_home,reputation,mother,1,3,4,no,yes,yes,no,no,no,no,yes,3,5,3,4,3,3,3,3,5,5
GP,F,22,U,GT3,A,0,0,teacher,at_home,other,other,2,4,3,no,yes,no,no,no,no,no,no,5,5,3,5,2,3,3,16,13,16
MS,F,20,U,GT3,A,2,3,health,services,other,other,3,4,1,yes,yes,no,yes,no,yes,no,no,3,5,2,1,3,4,29,16,15,15
MS,M,16,R,LE3,A,2,2,other,services,course,mother,2,4,1,yes,yes,no,yes,no,yes,no,no,4,5,3,2,2,5,0,3,0,1
MS,M,20,R,LE3,T,2,2,teacher,teacher,other,father,3,3,0,no,no,no,no,yes,yes,no,no,3,4,4,3,4,1,2,19,18,16
MS,M,19,R,LE3,T,3,3,other,health,other,father,2,2,0,no,no,yes,no,yes,no,no,yes,4,3,4,1,5,2,14,7,6,8
GP,M,20,U,LE3,A,2,3,health,at_home,course,other,3,3,4,yes,no,yes,yes,no,no,yes,yes,3,2,2,5,3,1,21,10,12,12
MS,F,18,R,LE3,A,4,0,services,health,other,other,2,4,2,no,no,yes,no,yes,yes,no,yes,3,1,3,1,4,4,10,13,11,10
MS,F,18,U,GT3,A,2,0,teacher,other,reputation,other,1,1,4,no,yes,no,yes,yes,yes,no,no,3,5,3,2,4,4,18,20,18,20
MS,M,17,U,LE3,T,2,2,other,other,other,father,4,1,1,yes,yes,no,no,yes,no,no,no,4,5,4,3,3,4,22,18,17,15
GP,M,19,R,GT3,A,0,1,at_home,services,reputation,other,1,2,1,no,yes,no,yes,yes,yes,no,no,5,3,2,4,4,1,25,15,12,15
MS,F,16,R,GT3,A,1,0,health,health,other,other,3,1,1,no,no,no,yes,yes,yes,no,no,5,2,4,3,2,2,21,0,1,0
MS,F,18,R,GT3,A,3,0,services,other,reputation,other,4,3,0,no,no,no,yes,yes,no,yes,no,2,1,5,4,3,2,16,1,0,0
MS,M,16,U,LE3,A,1,2,other,services,other,father,1,3,3,yes,no,yes,yes,no,yes,no,yes,2,5,1,5,5,5,16,4,3,0
MS,F,20,U,GT3,T,2,2,at_home,other,other,father,4,1,2,yes,yes,no,yes,yes,no,no,yes,5,3,1,4,5,5,5,6,5,2
MS,F,20,U,GT3,A,0,4,at_home,health,reputation,mother,1,1,4,yes,yes,yes,yes,no,no,yes,no,2,4,3,5,3,1,20,19,17,19
MS,M,20,R,LE3,T,3,1,at_home,services,other,other,3,2,4,yes,yes,no,yes,yes,yes,yes,no,2,5,5,3,2,1,4,0,3,2
MS,F,18,R,LE3,T,3,2,other,health,reputation,mother,1,1,0,yes,yes,no,no,yes,no,yes,yes,2,5,4,4,5,2,0,14,13,10
MS,M,21,R,GT3,T,2,1,services,services,course,father,2,2,3,yes,no,no,yes,no,no,yes,yes,3,4,2,1,4,4,12,17,14,14
MS,M,22,U,LE3,A,4,2,at_home,other,other,mother,2,2,1,no,no,yes,no,yes,no,yes,no,5,4,1,1,3,3,24,12,12,13
GP,M,20,R,GT3,A,0,1,teacher,services,other,other,2,2,2,no,no,no,no,yes,no,yes,yes,2,2,3,1,4,2,16,9,9,6
GP,M,22,R,LE3,T,0,2,other,services,course,other,4,2,1,yes,no,yes,yes,yes,yes,no,yes,3,2,2,4,1,2,29,12,12,9
GP,F,22,U,GT3,T,3,3,teacher,services,course,other,2,2,2,yes,yes,yes,yes,yes,no,no,no,3,1,2,5,5,5,4,20,19,20
MS,M,22,U,LE3,T,4,2,at_home,other,home,father,3,1,2,no,yes,yes,yes,no,yes,yes,no,2,4,2,5,5,2,29,17,17,19
GP,M,16,U,GT3,A,3,3,at_home,other,home,other,1,3,0,no,no,yes,yes,no,no,yes,yes,4,5,3,2,4,1,3,19,20,18
GP,F,19,R,LE3,T,2,4,other,health,home,mother,4,1,1,yes,no,no,no,yes,no,yes,yes,1,3,1,1,2,3,30,13,11,9
GP,F,21,U,LE3,A,3,4,teacher,health,other,mother,2,1,4,no,no,yes,yes,yes,yes,no,no,2,1,5,1,3,3,18,19,20,19
GP,M,22,R,GT3,T,2,0,health,at_home,reputation,mother,1,1,0,yes,yes,yes,yes,no,yes,no,no,4,4,4,2,3,4,11,9,6,4
MS,F,17,R,GT3,A,2,2,services,other,other,other,2,4,4,yes,yes,yes,no,no,yes,no,yes,4,3,3,3,3,4,15,13,11,14
MS,M,20,R,LE3,T,0,1,health,teacher,course,mother,1,3,1,yes,yes,no,no,yes,yes,no,no,1,2,1,1,5,4,5,18,16,15
GP,M,16,R,LE3,T,3,3,teacher,at_home,other,father,2,3,2,no,no,no,no,no,no,no,no,4,3,3,2,5,4,16,6,4,1
MS,M,18,U,GT3,T,3,2,health,other,course,other,4,4,1,yes,yes,yes,no,yes,yes,yes,yes,4,1,4,3,5,4,11,7,7,8
MS,F,15,R,LE3,A,2,3,at_home,health,course,father,2,4,2,yes,no,yes,no,yes,yes,no,no,1,4,1,4,3,3,29,0,0,2
GP,F,21,U,GT3,A,2,0,services,other,other,mother,3,1,2,no,yes,no,no,no,yes,yes,yes,5,2,4,2,2,3,6,1,0,0
GP,M,18,R,GT3,T,1,0,health,other,home,father,3,4,2,no,yes,no,no,yes,yes,no,no,3,1,2,5,2,2,27,8,9,6
MS,M,16,R,GT3,A,1,3,teacher,teacher,course,father,1,4,2,no,yes,no,no,no,yes,yes,no,3,3,5,1,4,2,3,8,5,4
GP,M,19,R,GT3,T,2,0,health,services,course,other,3,3,3,yes,no,yes,yes,no,yes,no,no,2,3,2,3,4,1,1,5,4,5
MS,F,18,U,LE3,T,2,3,other,other,other,mother,2,1,4,no,yes,no,no,no,yes,yes,no,3,3,5,4,3,5,25,4,5,8
GP,F,16,U,GT3,T,4,2,teacher,other,course,father,3,4,4,no,yes,no,yes,no,no,no,yes,4,5,3,2,4,4,18,7,5,8
GP,F,15,R,GT3,T,4,1,other,other,reputation,mother,4,4,0,yes,yes,yes,no,yes,no,yes,yes,2,1,2,5,3,4,7,4,5,4
GP,F,22,R,GT3,A,1,4,at_home,other,course,other,1,4,1,no,no,no,no,yes,yes,yes,yes,1,5,5,5,1,5,27,3,6,5
MS,F,18,U,GT3,A,4,1,at_home,health,course,other,1,4,3,no,no,yes,yes,no,no,no,yes,3,4,4,1,2,5,21,6,6,8
MS,F,19,R,GT3,A,2,4,at_home,health,reputation,mother,2,2,0,yes,no,yes,yes,no,yes,no,no,1,4,2,4,1,3,3,3,2,2
MS,M,21,R,GT3,A,2,1,at_home,health,home,mother,4,4,0,no,yes,no,yes,yes,no,yes,no,3,2,2,4,2,2,8,3,2,0
MS,M,15,U,GT3,A,4,1,teacher,other,course,mother,4,4,1,no,no,no,yes,no,no,no,yes,1,4,3,4,2,5,11,19,19,17
MS,M,17,U,GT3,T,2,1,other,at_home,home,mother,2,2,0,yes,no,yes,no,no,yes,no,no,3,3,1,3,5,5,22,14,11,12
GP,M,18,U,GT3,A,2,3,teacher,at_home,home,father,3,3,0,yes,yes,yes,yes,yes,no,yes,no,4,4,3,3,1,2,21,0,2,3
MS,M,20,R,LE3,T,1,3,teacher,health,course,father,2,2,3,yes,no,no,yes,yes,yes,yes,yes,5,5,4,2,1,5,14,7,10,10
MS,F,15,U,GT3,T,0,0,health,health,course,father,3,1,4,no,yes,yes,yes,yes,no,yes,no,5,2,2,4,1,4,27,14,11,13
GP,F,21,R,GT3,T,0,0,other,health,home,mother,1,4,1,yes,yes,yes,yes,yes,no,no,no,4,3,4,1,4,3,21,11,12,15
MS,F,17,U,GT3,T,3,3,services,other,home,father,2,2,4,yes,no,yes,yes,no,yes,no,no,5,5,5,3,3,1,22,10,8,6
GP,F,19,U,GT3,A,3,4,services,services,home,father,4,3,3,no,yes,yes,no,yes,yes,yes,yes,3,2,1,4,5,5,20,12,12,9
GP,M,20,U,GT3,T,0,0,health,health,other,father,1,2,0,no,no,yes,yes,yes,yes,no,no,4,1,1,1,3,2,7,12,15,12
GP,M,21,R,LE3,A,3,2,teacher,other,other,other,4,1,4,no,yes,no,no,yes,yes,yes,yes,2,1,4,5,3,2,26,5,4,6
GP,F,20,U,GT3,A,4,3,health,at_home,home,other,2,2,0,yes,no,yes,yes,no,no,yes,no,2,3,2,5,2,2,4,19,16,17
MS,F,21,U,GT3,A,1,1,services,teacher,course,mother,3,2,1,yes,no,no,yes,yes,yes,yes,yes,4,2,1,1,2,1,25,20,17,19
GP,M,20,U,LE3,T,1,3,at_home,other,other,other,1,2,4,no,no,yes,no,no,yes,no,yes,4,2,4,4,3,2,15,4,4,5
GP,F,18,U,GT3,A,0,4,services,services,home,mother,4,2,0,no,yes,no,no,no,no,no,no,5,4,4,3,1,1,25,14,12,15
MS,F,16,R,GT3,A,4,4,teacher,teacher,home,other,4,4,4,yes,yes,no,yes,yes,yes,no,yes,5,5,5,2,1,3,29,0,0,0
GP,M,16,R,GT3,T,0,4,services,services,home,father,2,2,3,no,yes,no,yes,no,no,yes,yes,1,1,5,1,1,1,11,1,4,3
MS,M,20,R,GT3,A,3,3,services,health,other,mother,4,1,2,yes,no,yes,no,yes,no,yes,no,4,4,2,2,1,3,19,13,11,11
MS,M,15,R,GT3,A,0,1,health,health,course,mother,1,3,4,yes,no,yes,yes,no,no,no,no,2,4,2,3,5,3,1,17,16,13
GP,M,21,R,GT3,T,0,2,other,teacher,other,mother,4,2,4,yes,yes,yes,yes,yes,yes,no,no,4,5,4,3,3,5,25,9,11,8
MS,M,22,U,LE3,A,0,4,services,teacher,reputation,father,1,2,2,no,yes,yes,no,yes,yes,yes,yes,5,5,2,5,5,4,1,20,19,20
GP,F,17,R,GT3,T,2,0,services,health,reputation,other,2,2,0,yes,yes,yes,yes,yes,no,no,yes,5,4,1,5,3,2,20,16,15,14
MS,M,20,R,LE3,T,2,1,health,services,reputation,other,1,1,2,yes,yes,no,yes,no,yes,yes,yes,2,2,5,5,4,5,16,14,15,13
GP,F,20,U,GT3,A,1,3,at_home,health,reputation,father,1,3,3,yes,no,no,no,no,no,no,no,2,5,4,3,1,1,24,8,6,6
GP,M,19,R,LE3,A,2,3,services,at_home,other,mother,2,1,1,no,yes,no,no,yes,no,no,no,4,2,4,2,3,3,19,6,8,6
MS,F,22,R,GT3,A,3,2,at_home,services,reputation,mother,1,2,2,no,yes,no,no,no,no,yes,no,5,3,1,4,1,2,24,12,12,13
MS,F,16,U,LE3,A,1,4,at_home,teacher,reputation,father,2,3,2,yes,yes,yes,yes,no,yes,yes,no,2,1,1,1,5,2,12,17,17,16
MS,F,22,R,LE3,T,1,0,health,at_home,home,mother,2,3,2,no,no,no,yes,no,yes,yes,yes,2,1,2,5,1,3,5,16,19,20
MS,F,21,U,LE3,A,0,2,services,at_home,other,other,1,4,0,no,no,no,no,yes,no,yes,yes,4,5,4,5,2,1,9,11,10,12
GP,M,15,R,GT3,T,1,1,teacher,services,reputation,father,4,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,2,5,1,4,2,13,15,16
GP,F,18,R,GT3,A,3,2,other,teacher,home,mother,3,3,4,no,yes,no,no,no,yes,no,no,3,5,1,5,4,2,1,16,16,16
GP,M,21,U,LE3,T,1,0,teacher,health,home,father,3,2,4,yes,yes,no,yes,no,no,no,no,1,2,5,5,4,5,8,7,7,9
MS,F,21,R,GT3,T,3,0,other,at_home,reputation,mother,1,4,3,no,yes,no,no,yes,no,yes,no,2,5,5,5,5,5,5,14,12,15
MS,M,21,U,LE3,A,3,1,other,teacher,reputation,mother,3,2,0,no,no,yes,no,no,no,yes,no,3,3,1,4,3,4,24,11,10,11
GP,M,20,U,LE3,T,3,3,other,other,home,other,4,2,1,no,yes,yes,no,no,yes,yes,yes,5,5,5,2,2,4,7,7,8,11
GP,F,21,R,LE3,A,0,4,services,services,home,mother,4,3,2,yes,yes,yes,no,no,yes,no,no,1,4,4,5,4,2,10,3,0,0
MS,M,15,U,GT3,T,3,2,services,other,course,other,3,2,3,yes,no,no,yes,no,yes,yes,no,5,1,1,4,3,2,14,10,12,13
GP,F,16,R,GT3,A,2,2,teacher,at_home,reputation,mother,3,2,4,yes,yes,yes,no,yes,no,yes,no,1,2,2,3,1,3,30,18,20,20
MS,M,22,R,LE3,A,2,1,other,services,home,father,2,1,1,yes,no,yes,yes,yes,yes,no,yes,5,5,3,3,4,2,16,2,5,6
GP,F,15,R,LE3,T,2,4,health,services,home,other,3,1,0,no,yes,no,no,no,no,no,yes,5,5,1,2,3,4,28,16,14,15
GP,F,19,R,LE3,T,2,1,at_home,services,home,mother,4,3,1,yes,yes,no,no,no,yes,no,yes,1,1,5,5,3,4,11,9,6,5
MS,F,18,R,LE3,T,2,1,health,health,reputation,other,1,3,2,no,yes,no,no,yes,no,yes,yes,5,3,1,4,3,3,28,16,14,13
GP,M,18,R,GT3,A,2,3,teacher,health,course,other,1,4,1,yes,no,no,no,yes,no,no,no,2,2,2,3,1,4,22,12,14,14
MS,M,19,R,LE3,A,0,2,at_home,other,home,other,4,4,1,yes,no,yes,no,no,no,yes,no,3,4,1,3,1,1,21,11,8,10
MS,F,17,U,GT3,T,0,3,other,at_home,reputation,other,1,3,2,yes,no,yes,no,yes,no,yes,no,2,4,2,4,5,1,13,17,20,20
MS,F,21,U,LE3,A,3,4,health,other,other,mother,3,3,4,no,no,no,no,no,no,no,yes,4,3,4,4,1,3,9,13,16,15
GP,F,19,U,GT3,T,2,1,other,other,course,other,3,3,0,no,no,yes,no,no,yes,yes,no,3,2,1,3,1,5,14,9,11,10
GP,M,20,U,GT3,T,3,2,other,other,course,father,1,2,1,no,no,yes,no,yes,no,no,yes,1,1,4,3,5,2,3,2,0,1
GP,M,20,U,LE3,T,0,4,teacher,teacher,reputation,other,2,4,2,yes,no,no,yes,yes,no,yes,yes,5,2,5,4,4,5,14,18,17,15
GP,F,20,R,LE3,T,3,0,other,teacher,other,father,1,2,3,no,yes,yes,yes,no,no,no,yes,5,5,4,5,2,3,6,7,6,7
GP,M,22,R,GT3,T,1,1,services,at_home,home,other,2,2,0,no,yes,no,no,yes,no,no,no,3,4,4,3,2,1,7,18,19,20
GP,M,17,R,GT3,T,2,3,at_home,services,other,father,4,2,3,yes,no,yes,no,yes,no,no,no,5,1,5,1,2,5,14,17,15,15
GP,M,17,U,GT3,T,3,2,at_home,services,other,mother,1,3,4,no,yes,yes,no,no,yes,yes,no,3,4,1,3,5,5,3,4,5,6
MS,M,21,U,GT3,A,2,4,services,teacher,home,father,4,3,2,yes,yes,no,yes,no,no,yes,yes,5,4,5,1,1,2,5,9,10,11
GP,F,20,R,LE3,T,1,4,at_home,teacher,other,mother,3,2,3,no,yes,yes,no,yes,yes,yes,no,1,5,3,5,5,2,17,14,17,18
GP,M,19,R,GT3,A,2,3,services,health,other,other,2,1,1,no,yes,no,no,no,no,yes,yes,2,3,3,2,1,5,7,15,13,16
MS,F,19,U,GT3,A,2,1,teacher,health,other,other,3,4,2,yes,yes,no,yes,no,yes,yes,no,1,3,4,1,3,2,11,3,6,8
MS,F,16,R,LE3,A,0,1,services,teacher,reputation,mother,2,1,0,yes,no,yes,yes,no,no,yes,no,2,4,4,3,4,2,19,6,8,10
MS,M,18,U,LE3,A,0,0,teacher,health,reputation,father,2,1,2,yes,no,yes,no,no,yes,no,yes,2,3,5,4,1,1,5,9,8,8
MS,M,20,R,GT3,T,3,3,health,at_home,reputation,father,4,3,2,no,yes,yes,no,no,yes,yes,no,2,4,2,3,1,1,17,2,0,0
GP,F,22,U,GT3,A,3,1,teacher,services,course,mother,3,4,1,no,yes,no,no,yes,yes,no,yes,5,5,4,3,3,1,27,14,12,13
GP,M,18,R,LE3,T,0,4,services,services,home,father,4,3,4,no,no,no,yes,yes,yes,yes,yes,3,1,2,3,1,3,23,0,0,1
GP,F,21,R,LE3,T,1,1,health,health,other,father,3,1,2,yes,no,yes,no,yes,yes,no,no,3,3,5,3,5,2,17,9,7,6
GP,F,22,R,GT3,A,2,2,services,health,course,other,1,3,2,yes,no,no,yes,yes,no,no,yes,2,3,2,1,5,3,15,8,7,7
GP,M,17,R,LE3,A,1,3,health,at_home,other,mother,3,3,3,no,yes,yes,no,no,no,no,no,1,4,1,2,4,3,0,3,6,9
MS,M,19,R,GT3,A,3,4,services,at_home,other,father,1,4,2,yes,yes,yes,yes,yes,yes,yes,no,5,5,3,3,1,5,26,5,3,1
GP,M,18,U,GT3,T,4,1,at_home,services,course,father,3,1,1,no,yes,yes,yes,no,no,yes,no,4,4,1,5,2,5,5,8,9,9
MS,M,19,R,GT3,A,3,1,health,services,home,mother,2,3,3,no,no,no,no,yes,yes,no,yes,3,5,5,5,4,4,14,16,16,15
MS,M,20,U,LE3,T,2,3,other,at_home,other,father,4,4,4,yes,no,no,no,no,no,yes,no,5,5,5,3,4,2,26,11,9,8
GP,M,20,R,GT3,T,3,0,health,at_home,course,other,1,4,1,yes,no,yes,no,yes,yes,yes,yes,4,3,2,3,3,1,16,13,14,16
GP,F,18,U,LE3,A,0,2,teacher,at_home,home,other,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,2,1,5,4,25,2,0,0
GP,F,18,R,GT3,A,1,0,health,services,course,mother,3,1,1,yes,yes,yes,no,no,yes,no,yes,1,3,2,3,4,1,27,13,15,14
GP,M,18,R,LE3,A,1,2,at_home,health,home,father,2,3,4,yes,no,yes,yes,yes,no,no,yes,3,3,4,2,5,5,14,13,13,13
GP,F,20,U,GT3,T,0,3,other,other,reputation,other,3,3,0,yes,yes,yes,yes,yes,no,yes,no,4,1,3,5,5,1,6,5,8,8
MS,F,17,R,GT3,T,3,2,other,health,reputation,other,2,3,4,yes,yes,no,yes,yes,yes,no,no,1,2,3,4,2,4,6,12,15,17
GP,M,18,R,GT3,A,4,0,health,other,course,father,3,1,2,no,yes,yes,yes,yes,yes,no,no,5,3,1,5,5,1,24,7,6,4
MS,F,18,U,GT3,A,4,1,teacher,at_home,reputation,father,3,2,4,yes,no,yes,no,no,yes,no,yes,1,2,4,2,1,2,4,0,0,0
MS,M,19,R,GT3,A,3,3,other,services,other,father,4,4,3,yes,yes,no,no,no,yes,yes,no,5,3,1,3,1,3,29,1,0,0
MS,M,21,R,GT3,A,4,1,health,teacher,other,mother,4,1,2,yes,no,no,yes,no,no,yes,no,1,4,1,5,1,3,22,9,11,11
GP,F,21,U,LE3,T,4,0,teacher,at_home,course,mother,1,3,3,yes,no,yes,yes,yes,no,yes,no,4,2,2,4,2,2,14,20,20,19
MS,F,21,U,LE3,A,0,4,health,services,other,other,4,1,1,no,yes,yes,yes,yes,yes,no,yes,4,4,2,1,3,3,12,19,17,14
GP,F,15,R,GT3,T,4,1,teacher,at_home,reputation,father,2,2,1,yes,no,no,yes,yes,yes,no,no,1,2,3,5,3,3,24,1,0,0
GP,F,21,U,LE3,A,1,3,health,other,home,other,1,4,1,no,yes,yes,no,no,yes,no,yes,1,5,4,1,4,1,24,3,4,7
GP,M,16,U,GT3,A,2,1,teacher,services,reputation,other,2,1,3,no,yes,yes,yes,yes,no,no,no,4,5,4,4,5,3,20,20,17,16
GP,F,22,U,GT3,A,4,1,teacher,other,course,other,1,4,1,no,no,no,yes,no,no,no,yes,4,1,2,5,2,4,8,14,11,10
MS,M,22,U,LE3,A,0,3,health,other,other,mother,1,3,1,no,yes,yes,yes,no,yes,no,yes,1,2,5,2,1,2,6,20,20,17
GP,M,16,U,GT3,T,3,4,at_home,at_home,reputation,father,4,2,1,yes,no,no,no,yes,yes,no,yes,3,4,4,5,5,2,21,8,9,10
MS,M,18,R,GT3,A,0,2,other,other,other,father,3,1,3,yes,no,yes,yes,no,no,yes,no,3,3,2,2,4,1,20,17,18,17
GP,M,20,U,LE3,T,0,4,teacher,at_home,course,mother,1,1,1,no,no,no,yes,no,yes,yes,yes,2,4,4,5,3,2,30,13,13,11
MS,M,22,R,LE3,T,1,2,at_home,services,reputation,other,3,2,0,no,yes,no,no,yes,yes,yes,yes,1,1,5,2,1,2,17,19,20,20
MS,M,21,U,GT3,A,0,0,at_home,other,other,father,4,3,4,no,no,no,no,no,yes,yes,no,2,3,1,3,4,1,8,15,16,15
GP,M,16,R,GT3,A,0,0,at_home,services,home,father,3,4,2,no,yes,no,no,yes,yes,no,no,5,4,3,3,5,1,25,18,18,19
GP,F,22,U,LE3,T,4,4,other,services,course,father,1,3,3,no,no,yes,yes,yes,no,yes,no,2,4,5,1,2,2,0,6,9,11
GP,F,22,U,LE3,T,0,0,at_home,services,home,other,1,4,3,yes,no,no,no,no,no,yes,no,5,5,1,2,5,3,25,8,6,8
MS,M,18,R,LE3,A,4,0,at_home,teacher,course,father,2,3,1,no,yes,yes,yes,no,no,yes,no,5,4,1,2,4,1,8,8,11,11
GP,F,20,U,LE3,A,1,4,services,health,reputation,mother,3,3,2,yes,no,yes,yes,yes,yes,no,no,4,1,4,3,4,2,10,3,2,2
