school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,22,R,GT3,A,3,1,services,services,course,father,4,3,0,yes,yes,no,no,no,no,yes,yes,5,2,3,5,5,2,30,11,10,11
MS,F,16,R,LE3,A,3,3,health,at_home,home,other,2,2,1,no,no,yes,yes,yes,yes,no,yes,2,2,5,3,1,4,5,8,9,10
MS,F,22,R,GT3,T,0,3,health,services,reputation,father,3,3,3,no,yes,no,no,yes,yes,yes,yes,3,3,3,5,1,5,19,5,4,3
MS,F,15,U,GT3,A,0,2,at_home,health,other,mother,3,3,3,no,yes,no,no,yes,yes,no,yes,4,1,3,1,4,1,5,7,9,10
MS,M,15,R,GT3,A,0,2,at_home,services,home,other,4,3,3,no,no,yes,yes,no,no,yes,yes,1,3,5,3,2,5,26,11,12,11
MS,M,15,U,GT3,A,2,0,other,services,course,father,3,3,0,no,yes,no,no,no,yes,no,no,3,1,5,1,3,1,17,12,11,10
GP,F,17,R,GT3,A,2,3,other,health,other,mother,1,3,2,yes,yes,yes,no,yes,no,no,no,4,1,2,3,1,4,30,2,4,4
MS,F,15,R,GT3,T,3,2,health,services,home,other,4,2,2,no,yes,no,yes,yes,no,yes,no,3,4,5,3,1,2,7,4,3,2
MS,M,21,R,GT3,A,4,0,services,services,course,father,4,2,3,no,yes,yes,no,no,no,yes,yes,4,5,3,1,2,5,11,6,6,6
MS,F,17,U,GT3,A,3,0,services,other,other,mother,4,2,3,yes,yes,no,yes,yes,yes,no,yes,2,4,5,4,3,2,13,10,10,10
GP,M,21,U,GT3,A,3,2,at_home,health,reputation,father,3,1,4,no,no,yes,yes,no,no,no,no,2,1,5,2,2,5,19,5,7,8
MS,F,20,U,LE3,A,0,2,teacher,other,other,other,2,2,3,no,yes,yes,no,yes,no,yes,no,1,1,2,5,4,4,7,13,14,13
GP,M,16,R,LE3,T,3,0,teacher,teacher,other,other,4,4,0,no,no,yes,yes,no,no,yes,no,4,1,3,4,5,4,13,5,4,4
GP,F,20,R,GT3,T,1,3,health,services,home,father,1,4,3,yes,no,no,no,no,no,no,no,5,3,5,1,2,2,16,5,4,4
MS,M,19,U,GT3,A,3,2,health,health,reputation,other,3,4,2,yes,yes,yes,no,yes,yes,no,no,5,5,4,4,5,2,11,12,14,15
MS,M,21,R,LE3,A,1,3,at_home,teacher,home,father,2,3,1,yes,yes,no,yes,yes,no,no,no,5,1,5,2,2,3,21,6,4,4
GP,M,16,U,GT3,T,1,2,health,health,reputation,other,4,2,0,no,no,yes,yes,yes,yes,no,yes,2,2,2,5,5,4,14,7,5,5
GP,F,22,U,GT3,T,3,1,teacher,other,reputation,other,4,3,4,yes,no,yes,no,yes,no,yes,no,4,5,3,4,2,3,16,9,9,10
MS,M,18,R,GT3,A,3,0,health,at_home,home,father,4,4,1,yes,yes,no,no,yes,no,no,yes,2,1,2,2,3,5,9,13,14,13
MS,F,17,R,LE3,T,3,1,health,other,reputation,father,4,4,2,yes,no,no,no,no,yes,no,no,3,3,4,3,4,5,12,8,9,8
MS,M,17,R,GT3,T,1,1,services,services,course,mother,3,4,3,no,yes,yes,no,no,yes,yes,yes,2,3,4,5,4,1,24,12,13,12
MS,M,15,U,LE3,A,2,4,services,at_home,course,mother,4,2,0,no,no,yes,yes,no,yes,yes,no,2,3,5,5,3,5,16,7,6,5
MS,M,22,U,LE3,A,3,1,at_home,services,course,mother,3,3,4,yes,yes,yes,no,no,no,no,yes,5,1,5,3,1,5,13,3,3,4
MS,M,20,U,LE3,T,4,0,other,health,home,other,4,2,0,no,no,no,no,yes,no,yes,yes,5,3,4,5,4,1,12,14,12,13
MS,F,15,U,GT3,A,1,2,health,other,course,other,4,2,4,no,yes,yes,yes,yes,no,yes,yes,1,5,5,1,2,5,11,2,2,1
GP,F,19,U,GT3,A,1,1,services,teacher,reputation,father,1,4,0,no,yes,no,yes,no,no,no,yes,2,4,5,1,1,2,16,19,17,16
GP,F,22,R,GT3,A,1,1,teacher,other,course,father,3,1,3,yes,yes,no,no,no,yes,no,no,3,1,4,3,2,1,20,11,12,11
MS,M,15,U,LE3,T,4,0,health,other,reputation,mother,4,1,0,yes,no,no,no,yes,no,yes,yes,5,2,2,3,1,2,0,13,13,13
MS,M,20,U,LE3,A,0,3,teacher,health,other,mother,4,2,1,yes,yes,no,yes,yes,no,yes,yes,4,4,4,5,4,2,27,9,9,9
MS,M,17,R,GT3,T,3,3,other,health,reputation,mother,2,2,1,yes,yes,no,no,yes,yes,yes,no,2,3,3,4,5,5,16,12,11,11
MS,M,17,U,GT3,T,1,1,teacher,health,home,mother,2,4,2,yes,no,no,no,yes,no,no,yes,4,5,3,5,4,1,23,8,8,8
GP,M,20,R,GT3,T,2,4,services,teacher,course,father,1,2,0,yes,no,yes,yes,no,yes,no,no,4,4,5,1,5,2,12,13,12,13
GP,F,18,R,LE3,T,4,2,other,health,reputation,father,2,1,1,yes,yes,no,yes,no,yes,no,no,4,5,4,4,4,3,4,6,4,4
MS,F,16,U,GT3,T,1,3,health,health,other,mother,4,4,4,yes,yes,no,yes,yes,no,yes,no,1,5,2,2,4,2,21,4,2,3
GP,M,16,R,LE3,A,2,0,other,other,other,mother,1,3,2,yes,no,no,yes,no,no,yes,no,3,2,5,1,1,5,30,12,11,12
MS,M,21,U,LE3,A,2,2,other,services,other,other,3,3,0,yes,yes,no,yes,no,yes,no,no,1,4,5,5,5,4,19,14,12,13
GP,F,16,U,LE3,A,4,4,at_home,at_home,home,father,4,4,4,yes,no,no,yes,yes,yes,yes,no,1,3,4,1,4,3,11,12,12,11
MS,M,15,R,GT3,A,1,1,other,other,course,other,4,3,1,no,yes,no,no,yes,no,no,yes,1,4,3,5,4,2,24,8,8,9
MS,M,20,R,GT3,T,1,2,teacher,teacher,reputation,other,3,3,4,yes,no,yes,yes,yes,yes,no,no,2,3,5,3,4,2,29,2,2,3
GP,M,18,R,LE3,T,4,1,services,teacher,other,mother,2,2,1,no,yes,yes,yes,no,yes,yes,no,4,4,5,5,5,2,13,7,9,9
MS,M,20,R,GT3,A,2,1,services,other,course,mother,2,3,1,yes,yes,no,no,yes,yes,no,yes,4,3,5,1,4,5,14,14,15,14
GP,F,22,U,GT3,A,1,0,services,teacher,course,other,3,1,4,no,no,yes,no,yes,no,no,no,3,2,5,5,4,2,24,7,7,6
GP,M,16,U,LE3,A,1,1,health,other,reputation,mother,1,4,0,no,yes,yes,no,no,no,no,no,2,3,2,1,3,3,5,14,15,14
GP,M,21,U,LE3,A,0,2,at_home,teacher,course,mother,1,1,2,yes,yes,yes,yes,yes,no,no,no,1,5,5,3,1,2,6,15,16,15
GP,M,16,U,GT3,T,3,1,other,health,other,mother,1,1,2,no,yes,no,yes,yes,yes,no,yes,5,2,5,3,4,5,26,7,5,6
GP,M,18,R,LE3,T,3,1,at_home,teacher,course,mother,4,1,4,yes,no,no,yes,no,no,yes,no,2,3,4,4,4,4,2,4,5,4
MS,M,21,R,GT3,A,0,4,teacher,health,home,father,2,3,0,yes,yes,no,no,yes,no,yes,no,5,5,2,5,3,1,29,5,6,5
GP,M,16,U,GT3,T,4,4,teacher,teacher,other,mother,1,3,0,yes,no,yes,no,yes,no,no,yes,2,2,5,2,5,3,28,12,12,11
MS,M,15,R,GT3,A,2,1,at_home,services,home,other,4,1,3,yes,yes,yes,yes,yes,yes,no,yes,2,5,3,2,3,4,9,9,9,10
MS,F,16,R,LE3,T,4,3,health,health,home,father,4,1,0,yes,yes,no,yes,yes,yes,yes,no,5,3,4,2,4,5,24,6,5,4
MS,F,15,U,GT3,A,1,2,at_home,health,home,father,4,2,2,yes,yes,yes,yes,no,no,yes,no,1,2,5,5,3,5,5,7,7,6
GP,F,21,U,LE3,A,2,0,health,teacher,reputation,mother,4,1,4,yes,no,yes,yes,yes,yes,yes,no,5,4,3,5,4,4,29,0,2,2
MS,M,22,U,GT3,A,1,1,services,health,other,father,2,3,0,no,no,yes,yes,no,no,yes,no,2,3,2,4,4,4,14,14,15,15
MS,M,20,R,LE3,T,1,1,health,other,reputation,other,3,4,4,no,no,no,yes,no,yes,no,yes,5,4,3,5,4,1,6,4,6,5
MS,M,17,R,LE3,T,3,4,health,services,reputation,other,4,2,1,no,no,no,yes,yes,no,no,yes,1,1,1,1,1,1,10,6,6,5
GP,F,19,U,GT3,A,4,3,at_home,services,reputation,father,3,1,4,yes,yes,yes,no,yes,no,yes,no,3,2,1,2,4,1,24,0,1,1
MS,M,17,U,GT3,A,4,4,health,at_home,home,father,3,3,0,no,yes,yes,yes,no,no,yes,yes,2,3,3,1,3,5,25,11,13,14
MS,F,20,R,LE3,A,4,0,at_home,services,reputation,mother,2,3,2,no,no,no,yes,no,no,yes,no,5,1,2,5,1,5,0,10,9,9
MS,M,15,R,GT3,A,2,4,at_home,at_home,course,mother,3,3,4,yes,no,no,no,yes,no,yes,no,5,1,1,2,1,2,2,4,2,1
GP,F,16,U,LE3,A,4,0,health,other,other,other,3,1,4,yes,yes,yes,yes,yes,yes,yes,yes,1,4,2,2,1,1,12,7,6,6
GP,M,17,R,GT3,T,3,1,other,teacher,home,mother,2,3,1,yes,yes,yes,yes,yes,no,yes,yes,4,5,3,5,4,5,20,6,7,7
MS,F,15,R,GT3,T,0,0,teacher,at_home,course,other,1,4,0,no,yes,yes,no,no,yes,no,no,4,3,4,3,4,3,24,13,15,16
GP,F,17,U,GT3,A,3,3,services,at_home,other,father,4,2,1,no,no,yes,yes,no,no,yes,no,3,1,4,2,2,5,30,4,2,1
MS,M,17,R,GT3,T,0,3,at_home,health,course,other,3,2,1,no,no,no,no,yes,no,yes,no,1,1,3,4,5,3,4,9,10,9
MS,M,15,R,LE3,A,2,4,at_home,other,home,other,2,3,2,no,yes,no,no,yes,yes,no,no,4,2,2,3,2,3,20,10,12,12
MS,F,17,R,LE3,T,1,3,other,at_home,home,father,1,4,1,no,yes,no,no,no,yes,no,no,2,3,2,3,1,4,7,8,8,8
MS,F,19,R,GT3,A,4,4,health,health,home,father,1,2,4,no,yes,no,no,yes,no,no,yes,2,3,1,1,4,1,11,6,7,8
MS,F,22,R,LE3,A,3,2,health,other,other,father,2,2,2,yes,yes,yes,no,no,no,yes,no,4,5,1,4,3,4,5,10,8,9
MS,M,15,U,LE3,A,0,0,health,health,home,other,2,2,0,no,no,no,yes,no,no,yes,no,4,5,1,5,4,4,22,8,6,5
MS,F,16,R,LE3,T,0,4,teacher,teacher,reputation,father,1,1,1,yes,yes,yes,no,no,no,no,yes,5,3,4,1,4,5,2,4,6,5
GP,F,22,U,GT3,T,4,2,other,health,other,mother,2,1,4,no,no,no,no,yes,yes,no,no,2,3,3,4,1,3,14,0,2,3
MS,F,17,U,LE3,A,0,1,health,other,course,other,2,3,2,no,yes,yes,no,yes,yes,no,yes,2,2,3,2,4,4,23,8,9,10
GP,M,22,R,LE3,T,4,0,teacher,teacher,home,mother,3,1,2,no,no,yes,yes,yes,no,yes,yes,4,3,1,3,4,1,9,0,0,0
MS,M,18,U,LE3,A,1,0,teacher,teacher,reputation,father,3,3,0,no,yes,yes,yes,yes,no,no,yes,1,4,4,4,4,2,0,14,12,12
MS,M,18,R,LE3,A,1,1,at_home,teacher,home,other,4,4,1,yes,no,no,yes,no,no,no,yes,3,3,5,5,2,3,23,14,15,14
MS,M,22,R,GT3,T,3,4,at_home,services,other,mother,3,2,2,no,no,no,yes,yes,no,yes,no,5,2,5,2,2,4,2,8,10,11
GP,F,15,R,LE3,T,2,3,teacher,services,course,other,4,4,1,no,no,yes,yes,no,yes,yes,yes,5,1,4,2,1,3,7,13,12,13
GP,F,15,U,LE3,A,0,1,health,teacher,home,father,4,1,3,no,no,yes,no,no,no,no,yes,3,4,5,5,4,5,18,0,0,0
MS,M,15,R,GT3,A,4,0,at_home,other,course,other,4,1,3,yes,no,yes,no,no,yes,yes,yes,1,4,4,3,2,5,15,0,0,1
MS,F,21,U,LE3,T,4,0,other,at_home,home,other,2,4,2,no,yes,no,yes,no,yes,no,no,2,1,3,5,3,4,3,13,11,10
MS,M,18,U,GT3,T,3,0,services,health,reputation,father,4,2,3,yes,yes,yes,yes,yes,yes,no,no,3,4,1,5,3,5,3,8,6,6
MS,M,16,U,LE3,A,2,3,at_home,other,reputation,mother,1,1,1,yes,yes,yes,no,no,no,no,yes,2,5,4,1,5,1,7,6,6,5
MS,F,20,U,LE3,T,4,2,other,other,home,father,2,3,1,no,yes,yes,no,no,no,yes,yes,2,4,5,5,1,2,21,8,7,6
MS,F,17,U,GT3,A,1,2,at_home,teacher,other,mother,3,4,0,yes,no,no,no,yes,yes,no,no,2,2,5,5,3,4,24,7,9,8
MS,F,16,U,LE3,A,2,3,services,at_home,course,father,3,3,3,no,no,yes,no,no,yes,no,no,5,5,5,1,3,3,29,5,7,8
GP,M,20,U,LE3,A,2,1,services,other,other,father,3,4,1,yes,no,yes,no,no,yes,no,yes,1,3,2,2,5,3,5,17,17,16
MS,M,19,R,GT3,T,2,4,teacher,services,home,father,4,1,0,yes,no,no,no,no,no,yes,no,1,4,4,5,1,4,13,11,9,8
GP,F,20,U,LE3,T,2,0,other,other,course,mother,1,4,1,yes,yes,yes,yes,no,no,no,no,2,2,2,5,5,5,24,9,9,8
GP,F,20,U,LE3,A,1,4,other,teacher,reputation,mother,3,4,0,yes,yes,no,yes,yes,no,yes,yes,2,3,1,1,2,3,13,19,20,20
GP,F,16,U,GT3,A,3,1,at_home,other,other,mother,3,2,3,no,no,no,yes,no,no,no,yes,3,2,1,5,4,2,25,4,3,3
MS,M,19,U,GT3,T,3,4,at_home,teacher,reputation,other,1,4,0,no,no,no,no,yes,no,no,no,4,1,4,3,3,2,8,13,14,13
GP,F,18,U,GT3,A,0,1,teacher,health,home,other,1,3,0,no,no,yes,no,yes,no,no,yes,2,4,3,2,5,1,7,10,8,9
GP,M,22,R,LE3,T,0,1,other,teacher,home,mother,3,2,4,yes,no,no,yes,yes,yes,yes,yes,3,2,3,5,1,5,16,0,0,0
GP,M,17,U,LE3,A,4,2,at_home,health,other,mother,1,2,1,yes,yes,no,yes,yes,no,no,no,4,5,5,4,5,4,30,13,13,14
MS,M,21,U,GT3,T,0,1,teacher,other,course,father,1,4,3,no,no,no,yes,no,no,yes,yes,2,4,2,4,5,2,20,6,5,4
GP,F,22,R,GT3,A,3,3,services,health,other,mother,4,1,1,yes,yes,no,no,yes,no,no,no,4,1,5,3,3,5,17,8,9,8
MS,M,18,R,LE3,T,0,1,other,services,home,mother,2,3,0,no,no,no,no,no,no,no,no,1,5,5,1,4,4,13,13,15,16
GP,F,21,R,GT3,A,1,1,health,teacher,other,father,4,2,0,yes,no,yes,yes,yes,no,yes,no,2,4,5,5,3,2,0,6,4,4
MS,F,18,R,LE3,A,0,0,at_home,services,course,father,3,3,2,yes,no,yes,yes,yes,no,no,no,3,5,3,4,4,1,30,10,10,9
GP,F,18,U,GT3,T,0,4,other,services,other,other,4,4,4,no,no,yes,yes,yes,no,yes,no,1,4,4,4,2,4,15,1,1,0
MS,F,22,R,GT3,T,3,3,health,services,reputation,other,2,3,1,no,no,yes,yes,yes,yes,yes,yes,5,4,4,1,2,1,0,13,11,10
MS,M,20,U,LE3,T,2,2,teacher,teacher,home,mother,1,2,1,no,no,yes,no,no,yes,no,yes,1,4,5,3,2,5,3,14,13,14
MS,F,21,R,LE3,A,3,2,other,services,course,other,4,4,1,no,no,yes,yes,no,yes,yes,yes,1,1,5,1,2,1,14,7,5,5
MS,M,18,R,GT3,A,0,4,other,services,reputation,father,1,3,1,no,yes,no,yes,yes,yes,no,no,2,4,4,4,3,4,4,11,11,12
GP,F,17,R,GT3,T,3,2,health,teacher,reputation,mother,4,3,1,yes,no,yes,yes,no,no,no,no,1,1,4,5,2,2,4,12,12,13
MS,F,21,U,GT3,A,4,3,teacher,services,course,mother,4,1,3,no,no,yes,no,yes,no,no,no,1,2,5,3,4,3,0,8,6,5
MS,F,21,U,GT3,T,0,2,other,other,other,mother,3,1,3,yes,no,yes,yes,no,no,yes,yes,1,4,1,3,2,4,0,2,2,1
MS,M,21,U,GT3,T,1,2,teacher,services,course,other,1,1,1,yes,yes,yes,yes,no,yes,yes,no,3,1,5,5,4,5,3,12,12,11
MS,F,20,U,GT3,T,4,2,teacher,other,home,mother,2,2,2,yes,yes,no,no,yes,no,no,no,1,5,4,2,2,2,19,14,16,17
GP,F,22,R,GT3,A,2,1,teacher,teacher,other,mother,1,3,0,no,no,no,yes,no,no,yes,yes,1,5,5,5,1,5,4,15,17,18
MS,F,15,R,LE3,A,4,3,services,teacher,home,mother,3,2,2,no,yes,no,no,no,yes,no,yes,4,3,3,4,1,1,9,7,5,4
GP,M,16,U,GT3,A,2,0,health,other,reputation,other,1,2,0,no,no,yes,no,no,yes,no,yes,3,4,1,3,3,1,4,5,7,6
GP,M,15,R,GT3,A,4,0,services,health,reputation,mother,3,2,1,yes,yes,no,yes,yes,yes,yes,no,1,5,3,5,2,4,17,4,5,4
MS,F,19,R,LE3,A,4,3,other,services,course,mother,1,4,2,no,yes,yes,no,yes,no,yes,yes,5,1,2,2,1,2,7,4,5,4
GP,M,16,U,LE3,T,0,3,teacher,services,reputation,father,2,2,0,no,no,no,no,no,no,yes,yes,2,4,3,2,2,4,15,11,9,9
GP,M,22,U,LE3,T,3,4,services,health,other,mother,3,2,2,no,yes,no,yes,no,yes,no,no,3,2,4,2,3,4,30,7,6,6
GP,M,17,U,LE3,A,3,1,other,other,reputation,mother,3,3,4,no,yes,no,no,no,yes,yes,yes,2,3,3,2,5,5,18,6,7,8
GP,F,15,R,GT3,A,0,3,health,health,home,other,3,4,2,no,yes,no,no,yes,no,no,yes,2,3,1,3,3,4,24,8,8,8
GP,M,15,U,LE3,T,1,3,teacher,health,other,father,1,1,4,no,yes,yes,yes,yes,no,yes,yes,3,1,5,4,1,3,20,8,7,6
MS,F,16,U,GT3,T,0,3,services,other,reputation,other,1,4,1,no,no,yes,yes,yes,no,yes,no,3,3,4,5,2,1,23,7,5,6
MS,F,17,U,LE3,T,1,1,health,health,reputation,father,4,1,3,yes,yes,yes,yes,yes,no,no,no,2,1,2,4,4,1,5,3,5,4
MS,F,16,U,LE3,T,1,3,teacher,at_home,reputation,other,2,3,4,no,no,yes,yes,no,no,yes,no,3,3,3,5,2,1,6,7,8,9
MS,F,16,U,LE3,T,4,0,other,at_home,other,other,2,1,4,yes,yes,yes,yes,yes,yes,yes,yes,3,5,5,1,3,3,10,7,6,5
MS,M,18,U,LE3,T,4,1,other,at_home,home,father,1,3,3,yes,no,no,yes,yes,yes,yes,yes,1,1,3,2,5,1,2,7,5,5
MS,F,15,U,GT3,A,3,0,other,services,course,father,2,1,4,yes,no,no,no,yes,yes,yes,no,5,5,1,3,4,4,1,9,10,9
GP,F,15,R,LE3,A,2,2,teacher,services,course,other,2,4,3,yes,yes,no,yes,no,yes,no,no,1,3,3,2,5,4,23,3,1,2
MS,F,21,U,LE3,A,4,4,other,at_home,course,mother,2,2,0,yes,no,yes,yes,no,no,yes,yes,3,3,2,5,4,4,28,8,7,7
GP,F,21,R,LE3,T,0,1,at_home,other,course,other,2,3,3,no,yes,yes,yes,no,yes,no,no,2,1,3,3,1,4,27,2,2,3
MS,F,20,R,GT3,T,1,3,health,services,course,other,2,3,1,yes,yes,no,no,no,no,no,no,5,5,5,5,1,2,23,5,4,5
GP,M,20,U,GT3,T,2,0,services,teacher,course,mother,2,2,1,no,yes,no,no,yes,no,yes,yes,1,1,1,5,4,5,14,6,4,5
GP,F,16,U,GT3,T,1,3,services,health,home,father,1,1,0,no,no,no,yes,no,no,yes,yes,2,2,1,1,5,1,10,9,11,10
GP,F,21,R,GT3,A,2,2,other,teacher,other,mother,2,4,2,no,yes,yes,yes,no,yes,yes,no,1,5,3,2,2,4,16,11,9,10
GP,M,18,U,LE3,T,4,4,other,health,home,mother,4,3,2,no,no,yes,yes,no,yes,no,yes,5,5,4,1,3,1,24,7,8,8
MS,M,15,U,LE3,T,3,0,teacher,health,home,other,2,3,3,no,yes,yes,no,yes,no,yes,no,2,1,2,2,3,3,11,3,5,6
GP,M,16,R,GT3,A,4,1,other,health,course,father,1,1,1,no,yes,no,yes,no,no,yes,no,5,5,2,4,1,2,7,14,16,17
GP,F,16,R,GT3,T,4,0,other,services,home,father,3,2,0,no,no,yes,no,no,no,no,no,1,5,3,2,5,3,18,13,12,11
MS,F,19,U,GT3,T,1,1,teacher,health,reputation,father,2,4,3,yes,no,yes,no,yes,no,yes,no,4,1,4,2,2,3,17,8,10,9
MS,M,18,U,LE3,A,0,2,at_home,teacher,reputation,other,4,3,0,yes,no,no,yes,no,no,yes,no,5,4,3,4,1,2,0,17,18,17
GP,F,20,R,LE3,A,1,2,at_home,other,reputation,mother,3,3,0,yes,yes,no,yes,yes,yes,no,no,4,1,1,1,4,5,6,6,5,6
MS,F,15,U,GT3,T,4,2,teacher,services,home,other,3,1,3,no,yes,yes,no,no,yes,yes,no,2,3,3,1,4,4,14,9,10,9
GP,M,17,R,GT3,T,4,1,services,teacher,home,other,4,4,3,yes,yes,yes,no,yes,no,no,yes,2,2,2,4,2,1,29,3,3,4
GP,F,20,R,LE3,A,4,0,at_home,teacher,reputation,mother,1,1,4,yes,yes,no,yes,yes,no,yes,no,2,4,4,5,5,3,12,0,0,0
GP,M,19,R,LE3,T,4,2,teacher,health,other,father,1,1,3,no,no,yes,yes,no,yes,no,yes,4,4,5,1,2,4,23,9,8,7
GP,F,17,U,GT3,T,0,1,services,other,other,mother,3,4,4,no,yes,no,yes,yes,yes,yes,no,4,1,3,2,5,4,30,0,2,3
MS,M,16,R,GT3,T,3,3,health,at_home,reputation,mother,3,1,3,yes,yes,yes,yes,yes,no,no,yes,1,4,3,1,3,5,14,2,3,4
GP,F,17,U,LE3,A,4,3,at_home,other,home,other,3,2,3,no,yes,yes,yes,yes,no,yes,yes,5,4,5,3,5,3,20,2,4,4
GP,F,19,R,GT3,A,0,3,teacher,services,reputation,mother,4,4,3,no,yes,yes,yes,no,no,no,yes,5,1,4,4,5,5,15,10,9,10
MS,M,17,U,GT3,T,3,0,other,services,home,father,2,2,2,yes,no,yes,no,no,no,no,no,5,1,1,1,2,3,28,9,9,9
MS,M,17,R,GT3,A,1,1,services,other,course,mother,2,2,4,no,no,yes,yes,yes,no,no,yes,3,1,3,2,5,3,23,4,4,4
GP,F,21,U,LE3,A,4,4,services,teacher,reputation,other,1,4,2,no,yes,no,no,no,no,yes,no,4,3,3,2,1,2,9,17,15,16
GP,F,22,R,LE3,T,1,4,services,other,reputation,father,1,1,2,yes,no,no,yes,no,no,no,yes,3,3,2,1,2,2,11,11,12,12
GP,F,21,R,GT3,T,0,4,services,health,home,father,1,1,2,yes,no,no,yes,no,yes,yes,no,1,3,3,2,2,5,16,10,11,10
GP,M,21,R,LE3,A,4,4,at_home,at_home,other,father,3,2,1,no,no,no,no,no,no,no,no,5,3,2,5,2,3,30,9,7,8
MS,M,15,U,LE3,T,0,1,services,services,reputation,other,2,1,1,yes,yes,no,no,yes,yes,yes,no,3,4,1,5,2,4,17,2,2,2
MS,M,21,R,LE3,A,1,3,at_home,at_home,course,other,4,2,0,yes,no,yes,no,no,yes,yes,yes,2,5,1,2,2,1,4,12,11,12
GP,M,16,U,GT3,T,0,4,health,at_home,course,father,2,2,4,no,no,yes,yes,no,no,yes,no,2,2,3,4,4,3,8,6,6,6
GP,M,17,U,GT3,T,4,0,other,at_home,other,other,2,1,3,yes,yes,no,yes,no,yes,yes,no,2,2,4,2,5,5,30,0,0,0
GP,F,18,R,LE3,T,3,2,other,teacher,course,mother,2,2,1,no,no,yes,yes,no,no,no,no,1,4,4,4,2,2,25,9,8,7
MS,M,19,R,LE3,T,3,4,other,at_home,home,mother,2,4,0,yes,yes,no,yes,no,no,yes,yes,4,3,2,5,5,5,7,8,6,7
GP,F,20,R,LE3,T,1,0,teacher,services,other,other,4,4,2,yes,no,no,yes,yes,no,yes,yes,2,1,3,3,2,4,20,7,9,9
GP,M,16,R,LE3,T,4,0,teacher,health,reputation,other,3,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,4,1,2,5,15,8,6,5
MS,F,17,U,LE3,T,1,0,at_home,at_home,other,other,2,1,0,yes,yes,yes,no,no,yes,yes,yes,1,1,5,1,4,2,23,11,12,11
GP,F,15,R,LE3,A,3,2,health,other,home,other,2,4,2,yes,yes,no,yes,yes,yes,no,yes,5,4,5,2,3,1,18,14,13,12
MS,M,17,U,LE3,A,2,3,teacher,teacher,reputation,other,3,2,4,no,yes,yes,yes,no,yes,yes,no,2,4,3,5,3,5,11,5,4,3
GP,M,16,U,LE3,T,3,0,at_home,teacher,course,other,2,4,1,no,no,yes,yes,yes,no,yes,no,4,5,1,4,2,2,4,12,10,10
MS,M,17,U,LE3,A,0,1,teacher,teacher,home,other,3,4,3,no,no,no,no,yes,no,no,no,3,3,4,2,2,3,15,3,3,3
MS,F,16,U,LE3,T,4,0,teacher,health,home,other,4,2,0,no,no,no,yes,no,yes,no,yes,5,1,5,1,3,4,3,11,9,10
GP,M,15,R,LE3,T,4,0,at_home,at_home,home,mother,1,4,1,no,yes,yes,no,no,no,no,no,2,4,2,1,2,1,0,18,17,17
MS,M,21,R,GT3,A,0,1,teacher,other,home,father,2,2,4,no,yes,no,no,no,no,no,yes,1,3,5,1,5,2,26,1,0,0
GP,M,21,R,GT3,T,2,2,other,teacher,home,mother,1,4,4,no,no,yes,no,yes,yes,no,yes,5,5,1,5,3,5,0,6,4,4
GP,F,19,U,GT3,A,3,4,other,at_home,reputation,other,1,2,3,no,yes,no,no,no,yes,no,no,1,2,2,4,3,1,15,10,10,9
GP,F,20,R,LE3,T,4,4,other,services,home,other,4,1,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,1,1,13,5,3,4
MS,F,16,U,GT3,A,1,0,teacher,at_home,home,other,3,1,0,no,no,no,yes,yes,yes,no,no,5,5,2,5,4,5,11,9,11,10
GP,F,19,U,GT3,A,2,3,teacher,health,reputation,father,1,3,4,no,yes,yes,yes,no,no,yes,no,5,5,2,4,4,5,30,9,7,7
GP,M,18,U,GT3,T,4,3,teacher,services,other,mother,4,2,1,no,no,yes,no,no,no,yes,no,5,4,2,3,1,5,29,9,11,11
MS,F,19,R,LE3,A,3,4,services,health,home,father,1,2,4,no,yes,no,yes,yes,no,yes,no,3,5,5,2,1,5,30,7,7,8
MS,F,15,R,LE3,A,3,3,health,other,other,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,5,2,2,4,1,2,6,16,14,14
GP,F,15,R,GT3,T,3,2,teacher,health,course,father,3,4,1,no,yes,yes,no,no,yes,yes,no,3,1,5,4,4,1,15,10,12,11
MS,F,15,R,GT3,T,0,2,teacher,at_home,course,father,1,2,2,yes,no,no,no,no,yes,no,no,3,5,4,5,3,1,10,9,9,9
GP,F,16,U,LE3,T,3,2,health,at_home,home,father,1,1,3,yes,no,yes,yes,no,yes,no,no,2,4,2,1,5,5,8,6,8,7
MS,M,15,U,LE3,A,1,2,other,other,course,mother,1,3,3,no,no,no,no,no,no,yes,no,4,3,2,1,3,3,13,8,9,9
GP,M,19,R,LE3,T,4,4,teacher,at_home,reputation,mother,3,3,3,no,yes,yes,no,no,no,yes,yes,4,3,5,5,3,2,29,0,1,0
GP,F,17,U,GT3,T,3,3,at_home,at_home,course,father,2,3,4,yes,no,yes,yes,yes,yes,no,yes,1,3,5,3,5,5,20,3,1,2
GP,F,22,R,GT3,A,4,1,health,teacher,reputation,other,3,4,0,no,no,yes,no,no,yes,no,yes,2,1,2,1,2,5,8,12,12,11
